id,area,Y,M,O,total
3302405,14.3274673027719,7602,17814,5236,30652
3302406,2.18479287757087,8010,18771,5517,32298
3302407,3.08111491061198,15710,36814,10821,63345
3302408,2.28972686584885,7362,17252,5071,29685
3302409,154.726512873639,6431,15090,4481,26002
33025,81.15469204191909,1302,5933,3495,10730
33026_AM,284.86193154929697,2872,6984,2665,12521
33031,82.659268233511,8174,21562,9873,39609
33032,131.042178416599,3091,6824,5065,14980
33033,315.664124262151,1187,5955,5089,12231
33034,353.42008418439195,2426,7352,3397,13175
33035,105.44543852377,2805,7315,4367,14487
33036,263.412276318407,3812,9081,1875,14768
33037,146.152352358342,6721,21194,10726,38641
33038_AM,141.673611081704,1513,3868,1632,7013
33040_AM,192.970866016537,2453,5921,1662,10036
33041,63.3837096683832,1668,4744,2053,8465
33042,5.5524397660546,1192,3142,1200,5534
3304401,0.423563485262996,1007,3743,2513,7263
3304402,2.5808731681922503,1347,5004,3359,9710
3304403,1.82864921482547,2217,8238,5530,15985
3304404,5.70964610016319,2682,9758,6426,18866
3304405,1.90493265407877,2345,8711,5848,16904
3304406,4.90293222489251,4834,17959,12056,34849
3304407,0.370311471228372,1363,5065,3400,9828
3304408,3.1951665788749,2620,9733,6534,18887
3304409,2.73373094448068,2743,10192,6842,19777
3304410,1.17961869739492,2517,9351,6277,18145
3304411,0.564196026435323,1169,4343,2915,8427
3304412,11.6355856880862,2494,9280,6272,18046
3304413_AD,58.4223515970477,694,2579,1752,5025
3304415,38.7255199979022,514,1835,1210,3559
3304416,52.0548936596977,680,2499,1671,4850
33045,126.090896071359,1391,3183,1319,5893
33049,284.21668569534,1867,4454,1614,7935
33051_AM,175.237336260311,2322,6113,3132,11567
33056,84.39695294182751,1447,3172,1721,6340
33059,226.699576232208,1541,3267,923,5731
33060,56.1939943718096,4317,10108,2129,16554
33066,210.640552340029,12546,29964,9830,52340
33069_AM,43.6712150431332,1449,3298,1431,6178
33070_AM,191.947575210504,1910,4334,1529,7773
33072_AM,990.516029880425,815,3936,2477,7228
33073,541.96147448306,2473,5240,2123,9836
33074_AM,316.235581922499,1169,3052,1235,5456
33076,275.866231896133,4291,10086,2597,16974
34004_AM,336.48466678024204,1449,4100,1836,7385
34017_AM,630.821285516958,1241,3082,1031,5354
34022_AM,911.686594355607,1112,2957,1142,5211
34023,14.2578850178194,1298,2897,2036,6231
34047_AM,493.79050858467104,1359,3081,1089,5529
34056_AM,923.5883346614652,1190,2851,1249,5290
34069_AM,511.777997535809,1197,2934,1380,5511
34079_AM,134.789433923626,1323,3391,1600,6314
34080,62.843092730142,934,3808,2021,6763
34083_AM,697.555455525508,1176,2912,1105,5193
3412001,0.2268349632398739,451,1961,1692,4104
3412002,69.3239484657576,509,2150,1825,4484
3412003,0.214791559288533,549,2388,2061,4998
3412004,1.66257240044523,1103,4793,4136,10032
3412005,10.3126367086436,2559,9832,7791,20182
3412006,9.36059474640627,1241,5049,4202,10492
3412007,3.88144314313502,2568,11159,9630,23357
34123_AM,741.3079040317219,1077,2559,1025,4661
34157_AM,519.677127794488,1445,3428,1303,6176
34199_AM,1086.30804833101,1230,2968,1095,5293
34225,40.056986205315205,916,3074,2143,6133
34232_AM,855.933631593085,1524,3436,1275,6235
35001,45.4059352334776,1447,3239,1152,5838
35002,78.49293327961419,7374,18473,6424,32271
35003_AM,354.339072996132,3327,7276,1551,12154
3500401,3.86378441191972,4447,10778,6352,21577
3500402,20.0874152072372,7989,19388,11500,38877
35006,32.777103241869504,6952,21003,10505,38460
35008,15.8194403003996,1912,4412,1957,8281
35009,62.1480523982182,6457,14280,3647,24384
35010,106.867105675534,1153,2695,968,4816
35011,38.4450811820615,7043,18336,5524,30903
35012,173.352639182856,3698,10271,5200,19169
35013,32.3245760833409,1634,4309,1646,7589
35014,356.850399045113,4863,12380,6347,23590
35015,383.57496506055,4061,10326,5118,19505
3501601,33.1672629825877,16204,34487,17847,68538
3501602,6.481549468180679,18925,39850,20809,79584
3501603,11.8677749258104,16274,34268,17894,68436
3501604,8.83224534507664,24421,51424,26853,102698
3501605,41.8851062787666,12669,27256,14095,54020
35017,291.87400005656997,10252,22872,6992,40116
35018,41.0423525053242,2459,9429,6463,18351
3501901_AD,151.343931269851,2984,6190,2882,12056
3501902,59.5060717893192,1262,2870,1410,5542
3501903,67.2768384673329,7904,18155,8968,35027
3501904,98.8283040983518,2708,6244,3086,12038
35020,124.195756871186,1392,4442,1706,7540
35021,24.2832831727954,3591,9749,4647,17987
3502203,19.6101219853035,15625,30986,13960,60571
35023,42.4035394006378,4317,9201,1378,14896
35024,251.404363664312,5864,13119,2509,21492
3502601_AD,6.84645506380439,4626,11356,4877,20859
3502602,2.2729680363050497,3616,8875,3811,16302
3502603,27.1556287010092,7184,17587,7576,32347
3502604,33.0202901038148,1401,3430,1453,6284
3502606,31.7494265597205,6131,15072,6424,27627
35027,25.9336846531401,3050,6344,3117,12511
35028,64.4652093932622,4426,11009,4684,20119
35029,135.134510053801,1403,3325,1220,5948
35030,277.135612186498,3074,7359,3884,14317
35031,39.563294280038996,2220,4670,2326,9216
35032_AM,192.445473634352,1183,3165,1783,6131
35033,37.9306368259978,1072,3611,2634,7317
35034,213.6250516326,4170,9366,2590,16126
36003_AM,117.8242592746,2543,7876,5287,15706
36004,30.820097792932906,1486,6284,4176,11946
36005,68.1880630248134,2398,6230,2079,10707
36006,23.4034297358419,4110,9201,778,14089
36008,38.114369212382,6455,15631,5381,27467
36009_AM,165.08316528886,1983,4365,1630,7978
36015,79.8742632656674,1401,2857,916,5174
36017,280.92986130120096,4586,10874,6893,22353
36018_AM,280.315482450493,712,3226,2342,6280
36021,74.5508082285656,3629,8236,3677,15542
36022,21.5841495464918,3010,6212,1959,11181
36023,20.5324014358089,2857,5877,1722,10456
36024,327.02229443669404,4857,10728,4951,20536
36026,36.70448539373941,5416,12984,6290,24690
36027,27.7699906213825,802,2890,1819,5511
36028,52.4055886670608,711,2836,1534,5081
36029,35.0476636077947,4216,11138,4459,19813
36030_AM,87.4830309373823,815,3104,1586,5505
36032_AM,101.64185826399,2309,6323,2742,11374
36033,53.2559091387485,2463,9201,3426,15090
36034_AM,108.493466913887,2059,4522,1102,7683
36035,34.6166606115787,4363,10585,3076,18024
36037_AM,258.723100856528,1650,4437,2087,8174
3603801,3.5643097275670903,3114,8996,3258,15368
3603802,4.68934288178605,7855,22737,8251,38843
3603803,13.2624067443389,1062,3035,1119,5216
3603804_AD,45.3437486175486,2851,8179,2975,14005
3603805_AD,51.5425774684673,1620,4681,1701,8002
36039,61.2624002299193,4960,10362,3724,19046
36041,33.9571310249035,3576,9740,3335,16651
36042,125.642948130669,5696,13937,4266,23899
36043,87.0496827756907,1248,3595,1256,6099
36044,6.68282220171315,577,1609,751,2937
36045,52.085941062080195,8036,15543,5495,29074
36046,19.747441099168,745,2596,1915,5256
36047_AM,377.280731353879,1572,3794,1454,6820
36048,44.1389411156508,1380,3610,1742,6732
36049,35.9409522107103,2291,5157,1904,9352
36050,62.5774468366205,2375,5122,2616,10113
36051,45.043175177023,3862,8852,6309,19023
36052,168.044907486536,2248,5237,1818,9303
36053,24.9872996342521,2010,4180,1421,7611
36054,106.653106903011,3260,8366,2352,13978
36055,68.3909961054512,4766,9524,3054,17344
36056_AM,70.0795253787441,1733,5145,2558,9436
3605701,1.36540280981391,2645,10317,7147,20109
3605702,1.7024073373115,4151,16186,11213,31550
3605703,1.6919177012956998,5324,20760,14382,40466
3605704,3.50544165429067,6328,24677,17096,48101
3605705,5.64338583584871,2030,7917,5484,15431
3605706,5.45424875994109,3612,14085,9758,27455
3605707,22.9747987749401,7473,28988,19933,56394
3605708,39.3897264512687,2562,9951,6860,19373
3605709,23.0649621093142,3763,13866,9068,26697
36058,36.90972046898,1417,3403,1505,6325
36059,155.03513299047,1539,3042,1011,5592
36060,44.1390748092442,9990,20949,7194,38133
36061,33.620649785143,2342,7429,952,10723
36901,6.68408133444552,1299,2897,837,5033
36902_AM,278.46762335333,2341,4628,1231,8200
37008,46.5584348524478,687,2849,2000,5536
37010_AM,778.933136457037,1276,3007,1121,5404
37014_AM,716.851141835106,997,2345,923,4265
37046_AM,106.051153019397,3749,8513,2099,14361
37067_AM,73.1651410983444,1547,3743,1636,6926
37069_AM,284.081717241953,1640,3965,1565,7170
37073_AM,535.255206317072,1438,3314,1130,5882
37085,13.639298395597502,1289,4132,1713,7134
37092_AM,67.6178600524814,1367,3180,1209,5756
37103_AM,659.628347315704,1485,3495,1220,6200
37107,240.162199597306,3954,7640,1590,13184
37135_AM,864.175440225495,1291,2879,1081,5251
37136_AM,926.8740126609648,1148,2717,1081,4946
37140_AM,1243.63006360793,1164,2749,999,4912
37142_AM,858.061371053251,1524,3546,1245,6315
37156,63.3621091592127,1314,3198,1172,5684
37170_AM,610.513891573116,1308,3054,1032,5394
37172_AM,559.477152113988,1321,3146,1169,5636
37173_AM,685.997467342993,1190,2886,1069,5145
37174_AM,546.990072686313,1378,3140,1085,5603
37246,22.9935285629402,1837,3644,1213,6694
3727401,0.978117891463134,2388,5204,2098,9690
3727402,3.13463083400998,5352,11800,4747,21899
3727403,18.408841709083,5970,13011,5212,24193
3727404,9.68097449250658,6493,14220,5588,26301
3727405,3.24821125572785,5921,12905,5169,23995
3727406,4.09427723206175,6625,14451,5822,26898
37294,10.033186610402,3652,7599,3421,14672
37313_AM,527.927631853274,1516,3512,1215,6243
37322_AM,114.00566526621,1502,3512,1291,6305
37354_AM,124.738843179384,2583,6303,1962,10848
37362,21.8075419637422,1687,3730,1160,6577
37374_AM,581.598658951981,1776,3836,1172,6784
37376_AM,1037.53928261281,1330,2873,1081,5284
38001,106.266509760827,12544,27180,6559,46283
38004,34.5195707467594,1344,3291,708,5343
38005,179.495403451213,1990,4766,1360,8116
3800601,82.0779508115207,18601,42556,17559,78716
38008,30.840028137753503,1861,4097,1056,7014
38009,14.4176193330318,1511,3276,471,5258
38010,66.8964289267824,1189,2840,755,4784
38011,49.4565863771588,7013,14720,4384,26117
38013_AM,164.83563642521798,1314,3216,1193,5723
38015_AM,53.2657937996092,1705,4219,1404,7328
38017,163.25133990515,7505,26126,13789,47420
38018,24.099566385569695,1165,3328,1304,5797
38019,147.894588090313,5714,10904,3541,20159
38020_AM,148.70562197045402,5934,11914,4270,22118
38022,95.6001421052002,5177,12884,4968,23029
3802301,13.6658347561721,11427,25561,5637,42625
3802302,11.5218493719163,9444,21179,4642,35265
3802303,7.90346370683843,10660,23799,5501,39960
3802304,17.528325059422198,2639,6057,1534,10230
3802305,29.5410790297017,5078,11427,2573,19078
3802306,22.7268140587326,1522,3411,749,5682
38024,35.9144484901268,5893,12177,2093,20163
38025,13.975425662433102,1128,4439,2990,8557
38026,205.708717049728,11416,24395,7193,43004
38027,136.032023135629,2790,4578,380,7748
38028,8.83986478981057,6185,16148,7406,29739
38029_AM,177.541345698127,987,3011,1626,5624
38031,56.8974557767855,10272,19825,7693,37790
38032,39.359025537790096,3671,9464,3897,17032
38033_AM,77.89180774968851,1578,3469,1334,6381
38034,20.479031360538094,1264,2545,1162,4971
38035_AM,98.558067683672,4606,11376,4125,20107
38036_AM,163.211134070034,1724,4929,2000,8653
38037,43.4463719258129,3572,8605,2196,14373
3803801,2.20903164924852,3736,7629,3669,15034
3803802,0.801747843135799,2493,5090,2448,10031
3803803,3.9162672749610703,5419,11065,5321,21805
3803804,1.03876329286534,3007,6139,2952,12098
3803805,1.30114402259979,4809,9820,4722,19351
3803806,2.17263215250951,7395,15099,7261,29755
3803807_AD,119.566563618349,2896,5920,2830,11646
3803809,3.71566914593224,4399,8982,4319,17700
3803810,1.2431409304956,4036,8241,3963,16240
3803811,5.9307270225141,7736,15881,7389,31006
3803812,8.71080139608922,4428,9316,4395,18139
38039,22.6214302648718,4360,9087,1039,14486
38040,51.5394444182548,2726,5453,1837,10016
38041,18.4292881262801,2653,4760,1337,8750
38042,24.4554905690129,578,2241,1912,4731
38043,30.0374827955776,3647,11839,7923,23409
38045_AM,65.671560963312,1737,4352,1501,7590
38046,26.8659368830677,3343,6368,2002,11713
38048,103.61371949268,1078,2596,875,4549
38049_AM,205.975804117276,2020,6231,2470,10721
38051,18.309939950871097,2287,4698,1494,8479
38053_AM,126.972426641011,1001,3556,2213,6770
39001_AM,99.7174633663523,1659,3896,1406,6961
39002_AM,108.248238547111,2083,4927,1791,8801
39008,6.82116479915361,4954,10479,2319,17752
39009_AM,55.6491513015837,1322,2759,1130,5211
39012,33.577471538788,2398,5017,973,8388
39016,36.5915142627226,7220,16152,6720,30092
39018,19.031983872428203,1654,3297,784,5735
39020_AM,195.762641333816,7986,20941,9253,38180
39023,5.93133664341475,2159,5211,851,8221
39025,45.368428539823505,3008,5742,2095,10845
39026_AM,338.508668918937,1618,3660,1105,6383
39027_AM,313.881161084255,1385,3352,986,5723
39028,43.177537740357195,1435,2906,985,5326
39035,15.7180493735137,1977,6663,2885,11525
39037_AM,101.07279062924,1197,2522,830,4549
39040,28.3884723951049,1439,2815,1075,5329
39041_AM,342.104203145235,1266,3502,1536,6304
39042,26.7909749144042,1114,4039,2183,7336
39043_AM,63.7611246612833,1486,3103,901,5490
39044,24.4870691175822,1236,2965,940,5141
39047_AM,39.300175137847496,1782,4132,1405,7319
39052,83.3229376901179,6230,15234,4347,25811
39054,18.0108560449576,1341,3383,1133,5857
39055_AM,575.0986186365809,1428,3333,1310,6071
39056_AM,72.4243677377043,1425,3203,922,5550
39059,4.11459387443435,2300,6030,1457,9787
39060,32.1920277711526,2408,4696,1445,8549
39061_AM,111.586783004501,2460,5792,2333,10585
39073,17.2126495028986,3057,7634,2024,12715
39074,47.8123878324998,1556,5274,2806,9636
3907501,0.380952547160886,2061,4900,2176,9137
3907502,1.50395458471959,5851,13914,6180,25945
3907503,0.6962818987965951,3201,7612,3381,14194
3907504,3.12264847989974,3688,8770,3895,16353
3907505,2.36707325606592,3747,8910,3957,16614
3907506,0.8204826911031949,3121,7421,3296,13838
3907507,2.2826824803261396,5884,13993,6215,26092
3907508,23.5805201285317,9692,23057,10197,42946
39076,28.427040166203906,1324,2588,512,4424
39078_AM,135.539750803886,1098,3102,1395,5595
39079,11.2047005872638,2531,6441,2286,11258
39080_AM,91.8908333177037,1866,4405,1120,7391
39082_AM,568.9406532909859,1524,3681,1199,6404
39085,24.583276793183,1307,4376,3238,8921
3908701,0.984152708154794,4769,8822,2247,15838
3908702_AD,4.85705740822745,3544,6686,1737,11967
3908703,6.32571838726274,3851,7169,1825,12845
3908704,23.3309361338594,3373,6264,1595,11232
39091_AM,610.580279357483,1725,3828,1186,6739
39094_AM,618.6672671753761,828,1745,549,3122
39099_AM,79.348154764647,2199,4987,1939,9125
39102_AM,113.792294605933,1318,3485,1738,6541
40032_AM,740.889228416428,1345,3151,1120,5616
40040_AM,274.758212461751,1197,3068,1128,5393
40041_AM,578.4941192209491,1296,2931,1136,5363
40043_AM,305.84993948170296,1319,2956,926,5201
40057_AM,398.581635016164,1151,2600,792,4543
40063,217.62086904716105,2593,5991,1260,9844
40076,205.208156622867,2528,4675,1832,9035
40101_AM,341.003650072945,1087,2916,917,4920
40112_AM,44.791360241518106,1332,2875,974,5181
40138_AM,497.542984527105,1239,2944,1041,5224
40141_AM,297.931772770009,1239,2720,796,4755
40145_AM,368.773136113414,1572,3426,914,5912
40149_AM,937.78993098046,953,2135,736,3824
40155,36.6676840291733,1573,3049,416,5038
40170_AM,801.737654066,1188,2776,810,4774
40181,145.028628970278,1420,3135,964,5519
4019401_AD,0.924539615146712,1384,3302,995,5681
4019403,0.852013443281444,2023,4826,1455,8304
4019404,140.941019282639,3789,9017,2697,15503
4019405,1.82003111928013,2541,6062,1828,10431
4019406,0.567217079698543,1566,3736,1126,6428
4019407,18.7728165639545,1241,2868,909,5018
40225_AM,363.62715732013896,1627,3656,1095,6378
40906_AM,81.36314680060721,1309,3098,1099,5506
4100401,1.05089795490375,2073,4997,1322,8392
4100403,1.23674381574604,3378,8145,2155,13678
4100404_AD,282.881984814244,13415,32383,8613,54411
41005,82.1078559943106,3043,6851,2289,12183
41007,17.699567918523698,4707,9535,2136,16378
41010,14.1568423661613,1733,3535,1039,6307
41011_AM,244.147339529323,6133,13527,4257,23917
41012_AM,508.422029236546,2587,5425,1389,9401
41013,199.33318997735304,1675,3741,936,6352
41015,32.2049710264316,1941,3809,1588,7338
41016,62.4742682621284,2741,6462,2296,11499
41017,12.2228102155221,3120,11601,6724,21445
41018,21.4791983592547,3786,6812,2080,12678
41019,43.2320975864127,1984,3645,1214,6843
41020,230.15605918956,4360,10210,2905,17475
41021,11.6433868010985,7879,15525,3256,26660
41022,126.287282882111,1297,3464,1048,5809
41023,107.919040625317,2920,5935,1778,10633
41024,925.619901507539,8620,17648,5086,31354
41026_AM,100.88705314268,1772,5367,1908,9047
41027,324.02481710133395,1154,3432,1112,5698
41029,2.17543151864251,4777,9259,3130,17166
41032_AM,672.359167056528,1464,4200,1438,7102
41033_AM,545.571326843086,1723,4643,1512,7878
41034,62.9867938499346,8870,20351,1912,31133
41036_AM,91.7453021309753,1412,3002,553,4967
4103801,1.67048295545152,1761,6542,3357,11660
4103802,1.4219816725979,2825,10496,5386,18707
4103803,3.8666034871415302,3424,12722,6529,22675
4103804,5.00958787468796,5623,20894,10723,37240
4103805,148.56355593760898,6679,24388,12367,43434
41039,980.505997696874,9757,24952,7264,41973
41040,22.7504912038594,3803,8710,3304,15817
41041_AM,208.381810687662,3914,7986,1780,13680
41042,150.41827543033202,1943,4590,1291,7824
41044,8.26915823101054,3447,5520,1345,10312
41045,130.15156912754,1929,4253,1609,7791
41046_AM,64.8151702913723,1191,3172,1617,5980
41047,2.9083895014602796,3579,7047,2880,13506
41048_AM,601.053746241186,1244,2810,1101,5155
41049,226.998053405747,2507,7078,3982,13567
41050,53.5868223526384,921,3564,2160,6645
41051_AM,79.9148313725219,1876,3872,1107,6855
41053,375.9875652838781,6537,15994,5436,27967
41055_AM,344.36494466580405,6043,13051,3794,22888
41056_AM,68.5174774450511,2053,4511,1811,8375
41058,69.5385320428416,5098,13843,4924,23865
41059,17.51874510044,10993,25687,8540,45220
41060,378.88921659568103,5602,14353,1732,21687
41064,116.927595002573,1879,4324,1182,7385
41065_AM,484.262008013238,8058,17743,3345,29146
41067_AM,56.5636278409132,3778,7688,1954,13420
41068_AM,611.307168682724,5977,12300,4118,22395
41069,109.663828555676,10039,21970,7683,39692
41070,13.1952296875621,2392,4772,1557,8721
41071,109.763751266957,2013,4100,1114,7227
41072,60.721050919314,919,2802,1549,5270
41074_AM,237.496689330698,1943,4202,936,7081
41075,46.026238037066,2174,8769,3532,14475
41076_AM,156.078216224699,1419,2873,939,5231
41077,190.132487631289,2472,6894,1994,11360
41079,374.591187340548,3896,7178,1052,12126
41080_AM,897.253771842597,1768,4630,1571,7969
41081,139.718413424553,11862,21778,5253,38893
41082,76.8207063350282,1123,2585,717,4425
41084_AM,45.70455507184179,1851,3946,914,6711
41085,57.587941130058,1510,3038,1191,5739
41086,4.13495205318811,4682,13379,3001,21062
41087,135.524959851223,3521,7681,2839,14041
41089,8.36836238417394,2265,4501,1509,8275
41090_AM,209.426811457935,2894,6362,2213,11469
4109101,4.2342527814018105,18946,31495,2643,53084
4109102,3.22430858281029,24706,41071,3447,69224
4109103,3.1984957358313197,16072,26717,2242,45031
4109104,7.45697269718433,30106,50047,4201,84354
4109105,7.54368430876017,22157,36834,3092,62083
4109106,9.26421994121382,14568,25299,3312,43179
4109107,38.5310649820134,24847,42050,4685,71582
4109108,5.619570937134689,20614,34268,2876,57758
4109109,30.988470961688,36009,60041,5171,101221
4109110,16.327744278998498,13632,22662,1902,38196
4109111,15.2075948957231,7740,13146,1717,22603
41092,15.5048850499388,2307,5891,1668,9866
41093,5.21720320913441,6154,13111,5342,24607
41094,12.5660833631412,2434,5147,1053,8634
4109501,1.0463536053853,3244,7193,2498,12935
4109502_AD,1.4679803599092,2836,6288,2183,11307
4109503,1.1462078925943,2439,5410,1878,9727
4109505,681.9150033611551,4964,11022,3787,19773
41096_AM,27.2593693808791,2889,6583,1603,11075
41098,4.73405544662475,949,3524,2483,6956
41099,151.162723387107,1511,3110,647,5268
41101,41.1334841763509,1904,4488,1792,8184
41102,20.2680250434399,3233,11218,5122,19573
41902,114.780286896591,1462,3341,1220,6023
41903,30.4942778102648,1938,5364,1218,8520
42020,166.668938811367,1133,3080,893,5106
42025_AM,2472.45455899828,1237,2676,909,4822
42035_AM,2164.93890838691,1349,3108,803,5260
42043_AM,473.474560738599,1304,2907,966,5177
42069_AM,689.1955669549541,829,2180,849,3858
42094_AM,1557.86067792833,1147,2667,852,4666
42095_AM,821.8442247015031,1193,2927,982,5102
42134_AM,351.799074808514,1563,3621,820,6004
42162_AM,1340.73974983292,1548,3537,1237,6322
42173,272.06014586955604,9960,21403,7582,38945
43004,46.9476261371198,2659,5146,1479,9284
43005,46.2891852353936,1243,2740,1055,5038
43009_AM,334.68172817374597,1242,3096,993,5331
43012,6.89994581792918,1352,3014,897,5263
43013,66.77798223502771,1800,3629,1431,6860
43014,137.818428048627,5739,12677,3007,21423
43016,14.2013670923262,1457,2824,882,5163
43019_AM,394.452782348247,1479,3383,1010,5872
43026_AM,295.73617784789803,1447,3588,1138,6173
43028_AM,52.1986868903547,1541,3492,1050,6083
43037,20.3973606893063,7517,16409,3431,27357
43038_AM,45.9142676072562,8878,20592,6100,35570
43042_AM,11.1305031282109,845,2375,1112,4332
43043_AM,44.32898560921009,1285,3539,1263,6087
43044,109.069178301257,1394,3156,1049,5599
43047,31.0581370776241,2070,3746,504,6320
43050_AM,22.7267153673826,1930,4259,805,6994
43051,9.661111016376813,2708,7611,2919,13238
43052_AM,427.294987131123,1255,2737,773,4765
43054_AM,112.922534851153,1217,2662,859,4738
43055_AM,170.040238470332,1075,2645,735,4455
43060_AM,272.812050255479,1552,3211,930,5693
43064_AM,198.88091629919495,1150,2858,1141,5149
43086,91.5582119215148,1807,4284,1375,7466
43090_AM,259.011512912081,1510,3319,922,5751
43092,63.6754544168683,3698,6642,2151,12491
43093,44.9485874634465,1239,2982,1305,5526
43094_AM,258.95481653774,1266,3054,854,5174
43100,5.15752965004557,1283,2818,374,4475
43108_AM,132.575180448311,1294,2999,826,5119
43109_AM,21.7013824044574,2448,4771,1652,8871
4312301,0.290307395168344,1063,2330,1129,4522
